0	1000
1	1000
2	24
3	25
4	55
5	6
6	90
7	4
8	16
9	1000
10	7
0	1000
1	1000
2	26
3	35
4	1000
5	11
6	1000
7	1000
8	29
9	1000
10	1000
0	1000
1	1000
2	44
3	19
4	7
5	1000
6	27
7	1000
8	1000
9	14
10	1000
