0	956.417
1	1172.82
2	644.053
3	578.329
4	117.24
5	384.672
6	108.881
7	142.108
8	175.285
9	258.488
10	41.7645
0	774.316
1	1019.08
2	437.478
3	437.191
4	238.322
5	171.99
6	120.37
7	265.843
8	102.247
9	76.7207
10	154.378
0	483.094
1	1004.33
2	151.135
3	159.564
4	142.34
5	142.363
6	83.7872
7	142.601
8	117.259
9	109.079
10	150.648
